participant,session,date,expName,psychopyVersion,OS,frameRate,position_prop,about_rate1.response,about_rate2.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,item_name,condition,list,context,person_maincl_Q,person_compl_Q,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty_Q,age_enter.text,gender_slider.response,lang_enter.text
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,"[[0,-0.25],[0,-0.08]]",0,0.915740741,0,7,7,6,1,c2,filler,control,2,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she'll stick with it.",about Grace's grandma,about Grace's squirrel,1,,,,,,,,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,"[[0,-0.25],[0,-0.08]]",0.557407407,0.730555556,0,8,8,7,1,f1,filler,exp_salt,2,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter.",about the scooter,about Jane,1,,,,,,,,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,"[[0,-0.08],[0,-0.25]]",0.966666667,0,0,9,9,5,1,c1,filler,control,2,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something.",about Joy,about Melody's nephew,1,,,,,,,,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,"[[0,-0.25],[0,-0.08]]",0.544444444,0.9,0,10,10,2,1,t10,know1.1,nc,2,"Lilly said: I'm visiting Paris right now with my sister and my girlfriend. I don't speak French but luckily they do. They asked a local guy for directions to a restaurant and I have no idea what he said. My girlfriend wanted to follow his directions, but my sister wanted to go the other way.",about Lilly's sister,about the local,1,,,,,,,,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,"[[0,-0.08],[0,-0.25]]",0.285185185,0.89537037,0,11,11,4,1,t2,realize1.2,nc,2,"Emma said: My friend Alexandra just bought a used computer. When I talked to her yesterday, she was very happy with it. But this morning she texted me that she was on the way to the computer repair shop with the ""damn computer!"".",about Alexandra,about the computer,1,,,,,,,,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,,,,,,,,,,,,,,,,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,,,,,,,,,,,,,,,,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,f1,filler,exp_salt,2,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter. It was Anthony who parked in front of my bicycle.",,,2,1,0,0,0,7,1,Is Jane certain that nobody other than Anthony parked in front of her bicycle?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,t10,know1.1,nc,2,"Lilly said: I'm visiting Paris right now with my sister and my girlfriend. I don't speak French but luckily they do. They asked a local guy for directions to a restaurant and I have no idea what he said. My girlfriend wanted to follow his directions, but my sister wanted to go the other way. Perhaps she knew that he was wrong.",,,2,0.267592593,0,1,1,2,1,Is Lilly certain that the local was wrong?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,c1,filler,control,2,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something. I am not sure, but possibly she was annoyed by the film score.",,,2,0.52962963,0,2,2,5,1,Is Melody certain that Joy was annoyed by the film score?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,c2,filler,control,2,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she’ll stick with it. Last time she quit she had a cigarette three days later.",,,2,1,0,3,3,6,1,Is Grace certain that her grandmother has had a cigarette at some point in her life?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,f3,filler,reason_rc,2,"Matt said: Yesterday, I went to a punk concert. I didn't particularly like the music and it was very crowded. But I absolutely admired the drummer. I have never seen anybody who was this passionate on the drums.",,,2,1,0,4,4,9,1,Is Matt certain that the drummer is passionate on the drums?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,f2,filler,reason_modal,2,Kevin said: I will meet my friend Carol tomorrow. We will go for dinner at her favorite restaurant. With this I want to thank her with all my heart. She might have saved my life when I was sick last week.,,,2,0.644444444,0,5,5,8,1,Is Kevin certain that Carol saved his life?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,t3,notice1.2,c,2,"Jimmy said: I'm out at the new Indian place with my friend Sally. She got her lamb masala, but not her side of rice. Just now, a server stopped by our table and then rushed into the kitchen. Perhaps he noticed that she was missing something.",,,2,1,0,6,6,3,1,Is Jimmy certain that Sally was missing something?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,t6,discover1.1,nc,2,"George said: Randy was looking for our coworker Natalie. I didn't know where she was and so I couldn't help him. Later, I saw him leave the building. Perhaps he discovered that she had gone out.",,,2,0.377777778,0,7,7,1,1,Is George certain that Natalie had gone out?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,f5,filler,probl_sol_rc,2,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. So I honked at the guy in front of me, who was not amused either.",,,2,0.811111111,0,8,8,11,1,Is Lisa certain that the guy in front of her was not amused?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,t7,aware1.2,c,2,Eleanor said: My friend Sam is a landscape architect. He just got fired from his job because he didn't keep his appointments and is generally irresponsible. Even his sister refused to hire him. Perhaps she was aware that he was unreliable.,,,2,0.74537037,0,9,9,0,1,Is Eleanor certain that Sam was unreliable?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,f4,filler,probl_sol_modal,2,Ronald said: I am writing an email to my boss. There is something about her that annoys me. She never allows me to make my own decisions. She could at least make me responsible for one small project.,,,2,0.211111111,0,10,10,10,1,Is Ronald certain that his boss will make him responsible for one small project?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,t2,realize1.2,nc,2,"Emma said: My friend Alexandra just bought a used computer. When I talked to her yesterday, she was very happy with it. But this morning she texted me that she was on the way to the computer repair shop with the ""damn computer!"". Perhaps she realized that the computer had a virus.",,,2,0.409259259,0,11,11,4,1,Is Emma certain that the computer had a virus?,,,
157628,001,2023-05-30_10h01.19.174,aboutness2,2022.2.5,Win32,60.08532116,,,,,,,,,,,,,,,,,,,,,,,,52,1,English
